Fund Holdings as of,"07/jun/2022"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BKI","BLACK KNIGHT INC","IT","Aandelen","8.787.565,67","0,02","8.787.565,67","126.823,00","69,29","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6988","NITTO DENKO CORP","Materialen","Aandelen","8.773.609,66","0,02","8.773.609,66","119.331,00","73,52","Japan","Tokyo Stock Exchange","JPY"
"3659","NEXON LTD","Communicatie","Aandelen","8.773.392,26","0,02","8.773.392,26","366.642,00","23,93","Japan","Tokyo Stock Exchange","JPY"
"OTEX","OPEN TEXT CORP","IT","Aandelen","8.768.179,30","0,02","8.768.179,30","214.990,00","40,78","Canada","Toronto Stock Exchange","CAD"
"MKTX","MARKETAXESS HOLDINGS INC","Financiële waarden","Aandelen","8.764.283,43","0,02","8.764.283,43","30.807,00","284,49","Verenigde Staten","NASDAQ","USD"
"ACS","ACS ACTIVIDADES DE CONSTRUCCION Y","Industrie","Aandelen","8.761.786,72","0,02","8.761.786,72","304.252,00","28,80","Spanje","Bolsa De Madrid","EUR"
"AA","ALCOA CORP","Materialen","Aandelen","8.747.353,77","0,02","8.747.353,77","133.527,00","65,51","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LUMN","LUMEN TECHNOLOGIES INC","Communicatie","Aandelen","8.723.685,60","0,02","8.723.685,60","736.176,00","11,85","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BOL","BOLIDEN","Materialen","Aandelen","8.719.260,70","0,02","8.719.260,70","201.260,00","43,32","Zweden","Nasdaq Omx Nordic","SEK"
"ROKU","ROKU INC CLASS A","Communicatie","Aandelen","8.707.771,62","0,02","8.707.771,62","93.211,00","93,42","Verenigde Staten","NASDAQ","USD"
"9021","WEST JAPAN RAILWAY","Industrie","Aandelen","8.670.594,56","0,02","8.670.594,56","228.539,00","37,94","Japan","Tokyo Stock Exchange","JPY"
"GET","GETLINK","Industrie","Aandelen","8.668.855,68","0,02","8.668.855,68","445.411,00","19,46","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"PINS","PINTEREST INC CLASS A","Communicatie","Aandelen","8.663.145,76","0,02","8.663.145,76","433.808,00","19,97","Verenigde Staten","New York Stock Exchange Inc.","USD"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aandelen","8.600.948,02","0,02","8.600.948,02","1.345.706,00","6,39","Verenigd Koninkrijk","London Stock Exchange","GBP"
"LNC","LINCOLN NATIONAL CORP","Financiële waarden","Aandelen","8.594.408,00","0,02","8.594.408,00","151.310,00","56,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"8267","AEON LTD","Basis-consumentengoederen","Aandelen","8.596.533,69","0,02","8.596.533,69","478.800,00","17,95","Japan","Tokyo Stock Exchange","JPY"
"ALLE","ALLEGION PLC","Industrie","Aandelen","8.567.182,00","0,02","8.567.182,00","75.575,00","113,36","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AQN","ALGONQUIN POWER UTILITIES CORP","Nutsbedrijven","Aandelen","8.564.306,32","0,02","8.564.306,32","584.095,00","14,66","Canada","Toronto Stock Exchange","CAD"
"CRDA","CRODA INTERNATIONAL PLC","Materialen","Aandelen","8.543.383,13","0,02","8.543.383,13","100.213,00","85,25","Verenigd Koninkrijk","London Stock Exchange","GBP"
"2802","AJINOMOTO INC","Basis-consumentengoederen","Aandelen","8.513.550,56","0,02","8.513.550,56","376.195,00","22,63","Japan","Tokyo Stock Exchange","JPY"
"PLUG","PLUG POWER INC","Industrie","Aandelen","8.510.567,65","0,02","8.510.567,65","451.489,00","18,85","Verenigde Staten","NASDAQ","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gezondheidszorg","Aandelen","8.495.197,33","0,02","8.495.197,33","69.479,00","122,27","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9104","MITSUI OSK LINES LTD","Industrie","Aandelen","8.476.052,09","0,02","8.476.052,09","316.300,00","26,80","Japan","Tokyo Stock Exchange","JPY"
"U","UNITY SOFTWARE INC","IT","Aandelen","8.472.255,52","0,02","8.472.255,52","191.161,00","44,32","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ZEN","ZENDESK INC","IT","Aandelen","8.472.789,40","0,02","8.472.789,40","97.940,00","86,51","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ETSY","ETSY INC","Luxe-consumentengoederen","Aandelen","8.458.764,72","0,02","8.458.764,72","103.814,00","81,48","Verenigde Staten","NASDAQ","USD"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Basis-consumentengoederen","Aandelen","8.432.721,48","0,02","8.432.721,48","83,00","101.599,05","Zwitserland","SIX Swiss Exchange","CHF"
"4704","TREND MICRO INC","IT","Aandelen","8.414.712,74","0,02","8.414.712,74","152.079,00","55,33","Japan","Tokyo Stock Exchange","JPY"
"PSN","PERSIMMON PLC","Luxe-consumentengoederen","Aandelen","8.411.580,49","0,02","8.411.580,49","299.806,00","28,06","Verenigd Koninkrijk","London Stock Exchange","GBP"
"LUNE","LUNDIN ENERGY","Energie","Aandelen","8.369.914,01","0,02","8.369.914,01","170.257,00","49,16","Zweden","Nasdaq Omx Nordic","SEK"
"TAP","MOLSON COORS BREWING CLASS B","Basis-consumentengoederen","Aandelen","8.358.116,35","0,02","8.358.116,35","152.939,00","54,65","Verenigde Staten","New York Stock Exchange Inc.","USD"
"UCB","UCB SA","Gezondheidszorg","Aandelen","8.336.056,42","0,02","8.336.056,42","95.919,00","86,91","België","Nyse Euronext - Euronext Brussels","EUR"
"AENA","AENA SME SA","Industrie","Aandelen","8.323.459,13","0,02","8.323.459,13","54.869,00","151,70","Spanje","Bolsa De Madrid","EUR"
"SRT3","SARTORIUS PREF AG","Gezondheidszorg","Aandelen","8.300.667,87","0,02","8.300.667,87","20.704,00","400,92","Duitsland","Xetra","EUR"
"LEA","LEAR CORP","Luxe-consumentengoederen","Aandelen","8.279.803,50","0,02","8.279.803,50","58.206,00","142,25","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PNR","PENTAIR","Industrie","Aandelen","8.265.502,50","0,02","8.265.502,50","161.625,00","51,14","Verenigde Staten","New York Stock Exchange Inc.","USD"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Basis-consumentengoederen","Aandelen","8.243.097,33","0,02","8.243.097,33","835,00","9.871,97","Zwitserland","SIX Swiss Exchange","CHF"
"BEI","BEIERSDORF AG","Basis-consumentengoederen","Aandelen","8.237.695,01","0,02","8.237.695,01","80.305,00","102,58","Duitsland","Xetra","EUR"
"REG","REGENCY CENTERS REIT CORP","Vastgoed","Aandelen","8.237.551,55","0,02","8.237.551,55","124.153,00","66,35","Verenigde Staten","NASDAQ","USD"
"LBTYK","LIBERTY GLOBAL PLC CLASS C","Communicatie","Aandelen","8.219.422,50","0,02","8.219.422,50","324.750,00","25,31","Verenigde Staten","NASDAQ","USD"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materialen","Aandelen","8.215.523,23","0,02","8.215.523,23","332.372,00","24,72","Australië","Asx - All Markets","AUD"
"MTN","VAIL RESORTS INC","Luxe-consumentengoederen","Aandelen","8.161.299,99","0,02","8.161.299,99","31.671,00","257,69","Verenigde Staten","New York Stock Exchange Inc.","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrie","Aandelen","8.162.527,10","0,02","8.162.527,10","37.765,00","216,14","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6869","SYSMEX CORP","Gezondheidszorg","Aandelen","8.125.981,89","0,02","8.125.981,89","129.807,00","62,60","Japan","Tokyo Stock Exchange","JPY"
"HEIO","HEINEKEN HOLDING NV","Basis-consumentengoederen","Aandelen","8.121.658,26","0,02","8.121.658,26","103.995,00","78,10","Nederland","Euronext Amsterdam","EUR"
"GL","GLOBE LIFE INC","Financiële waarden","Aandelen","8.092.805,58","0,02","8.092.805,58","81.729,00","99,02","Verenigde Staten","New York Stock Exchange Inc.","USD"
"6","POWER ASSETS HOLDINGS LTD","Nutsbedrijven","Aandelen","8.091.528,04","0,02","8.091.528,04","1.236.365,00","6,54","Hong Kong","Hong Kong Exchanges And Clearing Ltd","HKD"
"MTX","MTU AERO ENGINES HOLDING AG","Industrie","Aandelen","8.093.350,40","0,02","8.093.350,40","40.277,00","200,94","Duitsland","Xetra","EUR"
"TEVA","TEVA PHARMACEUTICAL INDUSTRIES LTD","Gezondheidszorg","Aandelen","8.059.701,78","0,02","8.059.701,78","894.338,00","9,01","Israël","Tel Aviv Stock Exchange","ILS"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gezondheidszorg","Aandelen","8.050.636,95","0,02","8.050.636,95","23.449,00","343,33","Frankrijk","Nyse Euronext - Euronext Paris","EUR"
"ORG","ORIGIN ENERGY LTD","Nutsbedrijven","Aandelen","8.052.119,02","0,02","8.052.119,02","1.807.790,00","4,45","Australië","Asx - All Markets","AUD"
"STERV","STORA ENSO CLASS R","Materialen","Aandelen","8.040.871,12","0,02","8.040.871,12","416.351,00","19,31","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"URW","UNIBAIL RODAMCO WE STAPLED UNITS","Vastgoed","Aandelen","8.035.596,27","0,02","8.035.596,27","117.227,00","68,55","Frankrijk","Euronext Amsterdam","EUR"
"1928","SEKISUI HOUSE LTD","Luxe-consumentengoederen","Aandelen","8.030.097,44","0,02","8.030.097,44","461.613,00","17,40","Japan","Tokyo Stock Exchange","JPY"
"4684","OBIC LTD","IT","Aandelen","8.022.459,18","0,02","8.022.459,18","56.024,00","143,20","Japan","Tokyo Stock Exchange","JPY"
"ASX","ASX LTD","Financiële waarden","Aandelen","7.982.031,70","0,02","7.982.031,70","142.855,00","55,88","Australië","Asx - All Markets","AUD"
"4307","NOMURA RESEARCH INSTITUTE LTD","IT","Aandelen","7.961.807,89","0,02","7.961.807,89","297.110,00","26,80","Japan","Tokyo Stock Exchange","JPY"
"RHI","ROBERT HALF","Industrie","Aandelen","7.946.584,45","0,02","7.946.584,45","86.329,00","92,05","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NWL","NEWELL BRANDS INC","Luxe-consumentengoederen","Aandelen","7.944.686,82","0,02","7.944.686,82","375.813,00","21,14","Verenigde Staten","NASDAQ","USD"
"APA","APA GROUP UNITS","Nutsbedrijven","Aandelen","7.945.558,28","0,02","7.945.558,28","982.719,00","8,09","Australië","Asx - All Markets","AUD"
"HEIA","HEICO CORP CLASS A","Industrie","Aandelen","7.883.248,85","0,02","7.883.248,85","64.055,00","123,07","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SHL","SONIC HEALTHCARE LTD","Gezondheidszorg","Aandelen","7.870.446,89","0,02","7.870.446,89","320.659,00","24,54","Australië","Asx - All Markets","AUD"
"WN","GEORGE WESTON LTD","Basis-consumentengoederen","Aandelen","7.866.821,87","0,02","7.866.821,87","65.042,00","120,95","Canada","Toronto Stock Exchange","CAD"
"AOS","A O SMITH CORP","Industrie","Aandelen","7.862.628,60","0,02","7.862.628,60","127.227,00","61,80","Verenigde Staten","New York Stock Exchange Inc.","USD"
"TEL","TELENOR","Communicatie","Aandelen","7.857.485,86","0,02","7.857.485,86","582.655,00","13,49","Noorwegen","Oslo Bors Asa","NOK"
"KNX","KNIGHT-SWIFT TRANSPORTATION HOLDIN","Industrie","Aandelen","7.855.687,56","0,02","7.855.687,56","159.636,00","49,21","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ENT","ENTAIN PLC","Luxe-consumentengoederen","Aandelen","7.838.952,97","0,02","7.838.952,97","430.881,00","18,19","Verenigd Koninkrijk","London Stock Exchange","GBP"
"HLMA","HALMA PLC","IT","Aandelen","7.830.438,05","0,02","7.830.438,05","283.285,00","27,64","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CZR","CAESARS ENTERTAINMENT INC","Luxe-consumentengoederen","Aandelen","7.821.302,39","0,02","7.821.302,39","149.347,00","52,37","Verenigde Staten","NASDAQ","USD"
"CBK","COMMERZBANK AG","Financiële waarden","Aandelen","7.760.187,92","0,02","7.760.187,92","866.665,00","8,95","Duitsland","Xetra","EUR"
"MNDI","MONDI PLC","Materialen","Aandelen","7.744.486,60","0,02","7.744.486,60","395.722,00","19,57","Verenigd Koninkrijk","London Stock Exchange","GBP"
"CPU","COMPUTERSHARE","IT","Aandelen","7.661.498,94","0,02","7.661.498,94","456.668,00","16,78","Australië","Asx - All Markets","AUD"
"6201","TOYOTA INDUSTRIES CORP","Industrie","Aandelen","7.598.424,68","0,02","7.598.424,68","120.263,00","63,18","Japan","Tokyo Stock Exchange","JPY"
"MPW","MEDICAL PROPERTIES TRUST REIT INC","Vastgoed","Aandelen","7.579.836,39","0,02","7.579.836,39","434.873,00","17,43","Verenigde Staten","New York Stock Exchange Inc.","USD"
"CPB","CAMPBELL SOUP","Basis-consumentengoederen","Aandelen","7.575.063,00","0,02","7.575.063,00","162.555,00","46,60","Verenigde Staten","New York Stock Exchange Inc.","USD"
"WBS","WEBSTER FINANCIAL CORP","Financiële waarden","Aandelen","7.563.761,06","0,02","7.563.761,06","149.069,00","50,74","Verenigde Staten","New York Stock Exchange Inc.","USD"
"4689","Z HOLDINGS CORP","Communicatie","Aandelen","7.565.906,70","0,02","7.565.906,70","2.308.900,00","3,28","Japan","Tokyo Stock Exchange","JPY"
"WTB","WHITBREAD PLC","Luxe-consumentengoederen","Aandelen","7.559.674,26","0,02","7.559.674,26","222.457,00","33,98","Verenigd Koninkrijk","London Stock Exchange","GBP"
"SOLB","SOLVAY SA","Materialen","Aandelen","7.554.126,46","0,02","7.554.126,46","76.005,00","99,39","België","Nyse Euronext - Euronext Brussels","EUR"
"FORTUM","FORTUM","Nutsbedrijven","Aandelen","7.530.545,57","0,02","7.530.545,57","411.241,00","18,31","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"BBWI","BATH AND BODY WORKS INC","Luxe-consumentengoederen","Aandelen","7.509.175,47","0,02","7.509.175,47","199.341,00","37,67","Verenigde Staten","New York Stock Exchange Inc.","USD"
"NBIX","NEUROCRINE BIOSCIENCES INC","Gezondheidszorg","Aandelen","7.481.506,55","0,02","7.481.506,55","78.365,00","95,47","Verenigde Staten","NASDAQ","USD"
"MHK","MOHAWK INDUSTRIES INC","Luxe-consumentengoederen","Aandelen","7.450.224,60","0,02","7.450.224,60","52.689,00","141,40","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SEE","SEALED AIR CORP","Materialen","Aandelen","7.446.401,95","0,02","7.446.401,95","116.441,00","63,95","Verenigde Staten","New York Stock Exchange Inc.","USD"
"BEN","FRANKLIN RESOURCES INC","Financiële waarden","Aandelen","7.444.141,62","0,02","7.444.141,62","276.323,00","26,94","Verenigde Staten","New York Stock Exchange Inc.","USD"
"ZAL","ZALANDO","Luxe-consumentengoederen","Aandelen","7.435.153,52","0,02","7.435.153,52","199.402,00","37,29","Duitsland","Xetra","EUR"
"SUN","SUNCORP GROUP LTD","Financiële waarden","Aandelen","7.395.167,57","0,02","7.395.167,57","937.240,00","7,89","Australië","Asx - All Markets","AUD"
"VER","VERBUND AG","Nutsbedrijven","Aandelen","7.385.664,50","0,02","7.385.664,50","71.864,00","102,77","Oostenrijk","Wiener Boerse Ag","EUR"
"1COV","COVESTRO AG","Materialen","Aandelen","7.370.385,82","0,02","7.370.385,82","158.633,00","46,46","Duitsland","Xetra","EUR"
"EBS","ERSTE GROUP BANK AG","Financiële waarden","Aandelen","7.364.657,29","0,02","7.364.657,29","228.853,00","32,18","Oostenrijk","Wiener Boerse Ag","EUR"
"JAZZ","JAZZ PHARMACEUTICALS PLC","Gezondheidszorg","Aandelen","7.344.084,41","0,02","7.344.084,41","47.513,00","154,57","Verenigde Staten","NASDAQ","USD"
"H","HYDRO ONE LTD","Nutsbedrijven","Aandelen","7.338.352,30","0,02","7.338.352,30","268.481,00","27,33","Canada","Toronto Stock Exchange","CAD"
"8697","JAPAN EXCHANGE GROUP INC","Financiële waarden","Aandelen","7.340.771,84","0,02","7.340.771,84","471.500,00","15,57","Japan","Tokyo Stock Exchange","JPY"
"RR.","ROLLS-ROYCE HOLDINGS PLC","Industrie","Aandelen","7.330.990,90","0,02","7.330.990,90","6.343.133,00","1,16","Verenigd Koninkrijk","London Stock Exchange","GBP"
"ELAN","ELANCO ANIMAL HEALTH INC","Gezondheidszorg","Aandelen","7.309.026,00","0,02","7.309.026,00","297.720,00","24,55","Verenigde Staten","New York Stock Exchange Inc.","USD"
"AFG","AMERICAN FINANCIAL GROUP INC","Financiële waarden","Aandelen","7.304.388,21","0,02","7.304.388,21","50.799,00","143,79","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SPX","SPIRAX-SARCO ENGINEERING PLC","Industrie","Aandelen","7.292.604,78","0,02","7.292.604,78","54.682,00","133,36","Verenigd Koninkrijk","London Stock Exchange","GBP"
"GBLB","GROUPE BRUXELLES LAMBERT NV","Financiële waarden","Aandelen","7.291.270,25","0,02","7.291.270,25","78.610,00","92,75","België","Nyse Euronext - Euronext Brussels","EUR"
"COH","COCHLEAR LTD","Gezondheidszorg","Aandelen","7.276.215,33","0,02","7.276.215,33","47.203,00","154,15","Australië","Asx - All Markets","AUD"
"NLY","ANNALY CAPITAL MANAGEMENT REIT INC","Financiële waarden","Aandelen","7.275.742,95","0,02","7.275.742,95","1.087.555,00","6,69","Verenigde Staten","New York Stock Exchange Inc.","USD"
"SK3","SMURFIT KAPPA GROUP PLC","Materialen","Aandelen","7.267.470,13","0,02","7.267.470,13","179.496,00","40,49","Ierland","Irish Stock Exchange - All Market","EUR"
"9531","TOKYO GAS LTD","Nutsbedrijven","Aandelen","7.247.528,67","0,02","7.247.528,67","360.946,00","20,08","Japan","Tokyo Stock Exchange","JPY"
"UGI","UGI CORP","Nutsbedrijven","Aandelen","7.233.830,48","0,02","7.233.830,48","162.412,00","44,54","Verenigde Staten","New York Stock Exchange Inc.","USD"
"8951","NIPPON BUILDING FUND REIT INC","Vastgoed","Aandelen","7.220.064,16","0,02","7.220.064,16","1.334,00","5.412,34","Japan","Tokyo Stock Exchange","JPY"
"6645","OMRON CORP","IT","Aandelen","7.215.210,42","0,02","7.215.210,42","128.300,00","56,24","Japan","Tokyo Stock Exchange","JPY"
"IMCD","IMCD NV","Industrie","Aandelen","7.194.359,36","0,02","7.194.359,36","47.865,00","150,31","Nederland","Euronext Amsterdam","EUR"
"OMV","OMV AG","Energie","Aandelen","7.151.267,00","0,02","7.151.267,00","120.187,00","59,50","Oostenrijk","Wiener Boerse Ag","EUR"
"CABO","CABLE ONE INC","Communicatie","Aandelen","7.142.510,90","0,02","7.142.510,90","5.495,00","1.299,82","Verenigde Staten","New York Stock Exchange Inc.","USD"
"9962","MISUMI GROUP INC","Industrie","Aandelen","7.110.451,78","0,02","7.110.451,78","314.300,00","22,62","Japan","Tokyo Stock Exchange","JPY"
"CGNX","COGNEX CORP","IT","Aandelen","7.102.461,77","0,02","7.102.461,77","145.931,00","48,67","Verenigde Staten","NASDAQ","USD"
"7911","TOPPAN PRINTING INC","Industrie","Aandelen","7.091.358,90","0,02","7.091.358,90","383.910,00","18,47","Japan","Tokyo Stock Exchange","JPY"
"BWA","BORGWARNER INC","Luxe-consumentengoederen","Aandelen","7.088.664,59","0,02","7.088.664,59","177.973,00","39,83","Verenigde Staten","New York Stock Exchange Inc.","USD"
"C38U","CAPITALAND INTEGRATED COMMERCIAL T","Vastgoed","Aandelen","7.091.712,89","0,02","7.091.712,89","4.389.355,00","1,62","Singapore","Singapore Exchange","SGD"
"7201","NISSAN MOTOR LTD","Luxe-consumentengoederen","Aandelen","7.071.860,65","0,02","7.071.860,65","1.689.226,00","4,19","Japan","Tokyo Stock Exchange","JPY"
"4188","MITSUBISHI CHEMICAL CORP","Materialen","Aandelen","7.072.401,15","0,02","7.072.401,15","1.185.070,00","5,97","Japan","Tokyo Stock Exchange","JPY"
"XRAY","DENTSPLY SIRONA INC","Gezondheidszorg","Aandelen","7.056.314,88","0,02","7.056.314,88","174.144,00","40,52","Verenigde Staten","NASDAQ","USD"
"T","TELUS CORP","Communicatie","Aandelen","7.041.542,87","0,02","7.041.542,87","277.439,00","25,38","Canada","Toronto Stock Exchange","CAD"
"WU","WESTERN UNION","IT","Aandelen","7.039.406,07","0,02","7.039.406,07","391.731,00","17,97","Verenigde Staten","New York Stock Exchange Inc.","USD"
"PNDORA","PANDORA","Luxe-consumentengoederen","Aandelen","7.000.724,54","0,02","7.000.724,54","89.222,00","78,46","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"HEI","HEIDELBERGCEMENT AG","Materialen","Aandelen","6.991.184,08","0,02","6.991.184,08","119.781,00","58,37","Duitsland","Xetra","EUR"
"AGS","AGEAS SA","Financiële waarden","Aandelen","6.982.720,48","0,02","6.982.720,48","148.038,00","47,17","België","Nyse Euronext - Euronext Brussels","EUR"
"GETI B","GETINGE B","Gezondheidszorg","Aandelen","6.977.149,28","0,02","6.977.149,28","242.115,00","28,82","Zweden","Nasdaq Omx Nordic","SEK"
"8984","DAIWA HOUSE REIT CORP","Vastgoed","Aandelen","6.967.620,31","0,02","6.967.620,31","2.889,00","2.411,78","Japan","Tokyo Stock Exchange","JPY"
"EXO","EXOR NV","Financiële waarden","Aandelen","6.948.260,87","0,02","6.948.260,87","95.083,00","73,08","Italië","Borsa Italiana","EUR"
"TRYG","TRYG","Financiële waarden","Aandelen","6.943.553,60","0,02","6.943.553,60","298.833,00","23,24","Denemarken","Omx Nordic Exchange Copenhagen A/S","DKK"
"MONC","MONCLER","Luxe-consumentengoederen","Aandelen","6.942.757,99","0,02","6.942.757,99","141.537,00","49,05","Italië","Borsa Italiana","EUR"
